kind,county,local_area,gics_sector,row_status,missing_fields,primary_source,primary_source_url,backup_source,backup_source_url,cro_address_count_url,cro_address_search_url,director_age_source_note,collection_action,target_output
company_universe,Galway,Salthill,Financials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Salthill%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Salthill%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Oranmore,Industrials,needs_approved_source,"director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Oranmore%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Oranmore%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Oranmore,Consumer Discretionary,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Oranmore%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Oranmore%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Oranmore,Consumer Staples,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Oranmore%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Oranmore%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Oranmore,Health Care,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Oranmore%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Oranmore%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Oranmore,Information Technology,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Oranmore%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Oranmore%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Oranmore,Financials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Oranmore%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Oranmore%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Athenry,Industrials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Athenry%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Athenry%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Athenry,Consumer Discretionary,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Athenry%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Athenry%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Athenry,Consumer Staples,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Athenry%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Athenry%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Athenry,Health Care,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Athenry%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Athenry%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Athenry,Information Technology,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Athenry%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Athenry%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Athenry,Financials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Athenry%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Athenry%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Tuam,Industrials,needs_approved_source,"director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tuam%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tuam%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Tuam,Consumer Discretionary,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tuam%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tuam%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Tuam,Consumer Staples,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tuam%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tuam%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Tuam,Health Care,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tuam%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tuam%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Tuam,Information Technology,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tuam%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tuam%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Tuam,Financials,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tuam%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tuam%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Loughrea,Industrials,needs_approved_source,"director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Loughrea%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Loughrea%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Loughrea,Consumer Discretionary,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Loughrea%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Loughrea%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Loughrea,Consumer Staples,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Loughrea%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Loughrea%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
company_universe,Galway,Loughrea,Health Care,missing_row,"gics_industry_group, company_count, director_50_plus_count, director_55_plus_count, director_60_plus_count, director_65_plus_count, director_70_plus_count, source_note, source_url, source_date, approved_by",CRO Open Services,https://services.cro.ie/,CRO Access to Data / Open Data Portal,https://cro.ie/services-and-help/access-to-cro-data/,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Loughrea%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Loughrea%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services address search does not expose director-age bands; use an approved backend/director export or CRO account-holder data for thresholds.,Generate or collect active company counts and director-age threshold counts for this local area and sector.,approved-company-universe-template.csv
