collection_priority,batch_id,gap_type,county,local_area,region_label,gics_sector,missing_fields,gics_industry_group,company_count,source_note,source_url,source_date,approved_by,cro_address_count_url,cro_address_search_url,acceptance_rule,recommended_source,next_action
71,dublin-company-071,missing_row,Dublin,Dublin 8 / Liberties,Dublin / Dublin 8 / Liberties,Health Care,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+8&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+8&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
72,dublin-company-072,missing_row,Dublin,Dublin 8 / Liberties,Dublin / Dublin 8 / Liberties,Information Technology,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+8&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+8&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
73,dublin-company-073,missing_row,Dublin,Dublin 8 / Liberties,Dublin / Dublin 8 / Liberties,Financials,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Dublin+8&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Dublin+8&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
74,dublin-company-074,missing_row,Dublin,Swords / North County,Dublin / Swords / North County,Consumer Discretionary,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Swords%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Swords%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
75,dublin-company-075,missing_row,Dublin,Swords / North County,Dublin / Swords / North County,Consumer Staples,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Swords%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Swords%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
76,dublin-company-076,missing_row,Dublin,Swords / North County,Dublin / Swords / North County,Health Care,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Swords%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Swords%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
77,dublin-company-077,missing_row,Dublin,Swords / North County,Dublin / Swords / North County,Information Technology,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Swords%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Swords%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
78,dublin-company-078,missing_row,Dublin,Swords / North County,Dublin / Swords / North County,Financials,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Swords%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Swords%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
79,dublin-company-079,missing_row,Dublin,Blanchardstown / West Dublin,Dublin / Blanchardstown / West Dublin,Consumer Discretionary,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
80,dublin-company-080,missing_row,Dublin,Blanchardstown / West Dublin,Dublin / Blanchardstown / West Dublin,Consumer Staples,gics_industry_group; company_count; source_note; source_url; source_date; approved_by,,,,,,,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Blanchardstown%2C+Dublin&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,"Approve only when company_count comes from an approved CRO, backend, or company-universe source and source_note, source_url, source_date, and approved_by are filled.",CRO Open Services plus approved company-universe export,"Run CRO companycount/address search or an approved company-universe export for the local-area baseline, then fill company_count and source approval metadata before merge."
