work_item_id,wave,collection_priority,batch_id,county,local_area,region_label,gics_sector,gap_type,missing_field_count,missing_fields,company_count_status,director_age_status,source_approval_status,cro_address_count_url,cro_address_search_url,recommended_source,next_action,acceptance_rule,ready_to_merge_when
wave-01-galway-company-011,1,11,galway-company-011,Galway,Oranmore,Galway / Oranmore,Consumer Discretionary,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Oranmore%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Oranmore%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-01-galway-company-012,1,12,galway-company-012,Galway,Oranmore,Galway / Oranmore,Consumer Staples,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Oranmore%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Oranmore%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-01-galway-company-013,1,13,galway-company-013,Galway,Oranmore,Galway / Oranmore,Health Care,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Oranmore%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Oranmore%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-01-galway-company-014,1,14,galway-company-014,Galway,Oranmore,Galway / Oranmore,Information Technology,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Oranmore%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Oranmore%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-01-galway-company-015,1,15,galway-company-015,Galway,Oranmore,Galway / Oranmore,Financials,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Oranmore%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Oranmore%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-01-galway-company-016,1,16,galway-company-016,Galway,Athenry,Galway / Athenry,Industrials,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Athenry%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Athenry%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-01-galway-company-017,1,17,galway-company-017,Galway,Athenry,Galway / Athenry,Consumer Discretionary,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Athenry%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Athenry%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-01-galway-company-018,1,18,galway-company-018,Galway,Athenry,Galway / Athenry,Consumer Staples,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Athenry%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Athenry%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-01-galway-company-019,1,19,galway-company-019,Galway,Athenry,Galway / Athenry,Health Care,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Athenry%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Athenry%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-01-galway-company-020,1,20,galway-company-020,Galway,Athenry,Galway / Athenry,Information Technology,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Athenry%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Athenry%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-02-galway-company-021,2,21,galway-company-021,Galway,Athenry,Galway / Athenry,Financials,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Athenry%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Athenry%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-02-galway-company-022,2,22,galway-company-022,Galway,Tuam,Galway / Tuam,Consumer Discretionary,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tuam%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tuam%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-02-galway-company-023,2,23,galway-company-023,Galway,Tuam,Galway / Tuam,Consumer Staples,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tuam%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tuam%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-02-galway-company-024,2,24,galway-company-024,Galway,Tuam,Galway / Tuam,Health Care,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tuam%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tuam%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-02-galway-company-025,2,25,galway-company-025,Galway,Tuam,Galway / Tuam,Information Technology,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tuam%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tuam%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-02-galway-company-026,2,26,galway-company-026,Galway,Tuam,Galway / Tuam,Financials,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Tuam%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Tuam%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-02-galway-company-027,2,27,galway-company-027,Galway,Loughrea,Galway / Loughrea,Consumer Discretionary,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Loughrea%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Loughrea%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-02-galway-company-028,2,28,galway-company-028,Galway,Loughrea,Galway / Loughrea,Consumer Staples,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Loughrea%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Loughrea%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-02-galway-company-029,2,29,galway-company-029,Galway,Loughrea,Galway / Loughrea,Health Care,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Loughrea%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Loughrea%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-02-galway-company-030,2,30,galway-company-030,Galway,Loughrea,Galway / Loughrea,Information Technology,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Loughrea%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Loughrea%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-02-galway-company-031,2,31,galway-company-031,Galway,Loughrea,Galway / Loughrea,Financials,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Loughrea%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Loughrea%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
wave-02-galway-company-032,2,32,galway-company-032,Galway,Ballinasloe,Galway / Ballinasloe,Industrials,missing_row,11,gics_industry_group; company_count; director_50_plus_count; director_55_plus_count; director_60_plus_count; director_65_plus_count; director_70_plus_count; source_note; source_url; source_date; approved_by,missing,missing,missing,https://services.cro.ie/cws/companycount?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json,https://services.cro.ie/cws/companies?company_bus_ind=C&address=Ballinasloe%2C+Galway&format=json&skip=0&max=250&sortBy=company_name&sortDir=asc,CRO Open Services plus approved backend/director export,"Run CRO companycount/address search for the local-area baseline, then attach an approved backend/director export with director-age threshold counts before merge.","Approve only when company_count and all five director-age threshold counts come from an approved backend/director/CRO account-holder export and source_note, source_url, source_date, and approved_by are filled.","company_count, all five director-age thresholds, source_note, source_url, source_date, and approved_by are populated and strict validators pass."
